state_file,county,pov,pr_exceed,moe
IDData2,Butte,26.14519315393554,0.9079999999999999,13.8
IDData2,Lewis,18.90385267454336,0.9049999999999998,4.9
IDData2,Boundary,23.56781066259711,0.902,10.900000000000002
IDData3,Butte,26.787226463387803,0.9200000000000002,13.8
IDData3,Lewis,18.993738398226174,0.9099999999999998,4.9
IDData3,Boundary,23.529634734271465,0.9009999999999999,10.900000000000002
IDData4,Butte,27.701888175772716,0.935,13.8
IDData4,Lewis,19.18531954134784,0.92,4.9
IDData4,Boundary,23.68408043929034,0.9050000000000001,10.900000000000002
ILData1,Pulaski,22.185053712490458,0.9030000000000001,9.1
ILData1,Johnson,23.41060312750358,0.902,10.7
ILData1,Pope,24.15566297164919,0.901,11.7
ILData2,Pulaski,22.34936650005894,0.9079999999999999,9.1
ILData2,Johnson,23.52473951379877,0.905,10.7
ILData2,Pope,24.19664080297121,0.902,11.7
ILData3,Pulaski,22.77273629107456,0.9199999999999999,9.1
ILData3,Johnson,23.721020583881653,0.91,10.7
ILData3,Pope,24.15566297164919,0.901,11.7
ILData4,Pulaski,23.37588278257476,0.9349999999999999,9.1
ILData4,Johnson,24.13937124335141,0.92,10.7
ILData4,Pope,24.3214441412566,0.905,11.7
INData1,Crawford,26.922451764681966,0.903,15.1
INData1,Grant,17.90833939923021,0.902,3.7000000000000006
INData1,Miami,19.06918354295519,0.9009999999999998,5.2
INData2,Crawford,27.19510265394397,0.9080000000000001,15.1
INData2,Grant,17.947807121593968,0.905,3.7000000000000006
INData2,Miami,19.08739591243165,0.902,5.2
INData3,Crawford,27.897617362112737,0.92,15.1
INData3,Grant,18.01568001498711,0.91,3.7000000000000006
INData3,Miami,19.06918354295519,0.9009999999999998,5.2
INData4,Crawford,28.898442858997686,0.935,15.1
INData4,Grant,18.160343327140207,0.92,3.7000000000000006
INData4,Miami,19.142864062780713,0.905,5.2
KSData1,Barber,25.97497215424366,0.9029999999999999,13.9
KSData1,Phillips,25.29709354862588,0.902,13.1
KSData1,Stanton,37.06749536756471,0.901,28.200000000000003
KSData2,Barber,26.22595542316696,0.9079999999999999,13.9
KSData2,Phillips,25.43683061969756,0.905,13.1
KSData2,Stanton,37.16626244818701,0.902,28.200000000000003
KSData3,Barber,26.872641147905103,0.9199999999999999,13.9
KSData3,Phillips,25.67713735035978,0.91,13.1
KSData3,Stanton,37.06749536756471,0.901,28.200000000000003
KSData4,Barber,27.7939308437131,0.935,13.9
KSData4,Phillips,26.18932367176668,0.92,13.1
KSData4,Stanton,37.46707049431078,0.905,28.200000000000003
KYData1,Leslie,26.13288542265004,0.903,14.1
KYData1,Knox,20.973886333553946,0.902,7.6
KYData1,Floyd,20.869014725416147,0.901,7.500000000000001
KYData2,Leslie,26.387479961629793,0.908,14.1
KYData2,Knox,21.054955168679506,0.9050000000000002,7.6
KYData2,Floyd,20.895282566007182,0.9019999999999999,7.500000000000001
KYData3,Leslie,27.043470516939703,0.9199999999999999,14.1
KYData3,Knox,21.19436976051407,0.91,7.6
KYData3,Floyd,20.869014725416147,0.901,7.500000000000001
KYData4,Leslie,27.978016179593865,0.9350000000000002,14.1
KYData4,Knox,21.491516023315015,0.9199999999999999,7.6
KYData4,Floyd,20.97528470593372,0.905,7.500000000000001
LAData1,East Carroll,24.001056299163864,0.9029999999999999,11.4
LAData1,Tensas,22.545961684489196,0.902,9.6
LAData1,Madison,21.729803551810516,0.901,8.600000000000001
LAData2,East Carroll,24.206898692381536,0.908,11.4
LAData2,Tensas,22.64836442359516,0.905,9.6
LAData2,Madison,21.75992400902157,0.9019999999999999,8.600000000000001
LAData3,East Carroll,24.73727403497253,0.9199999999999999,11.4
LAData3,Tensas,22.824467065912508,0.9099999999999999,9.6
LAData3,Madison,21.729803551810516,0.901,8.600000000000001
LAData4,East Carroll,25.492864145203548,0.935,11.4
LAData4,Tensas,23.199809713661075,0.9199999999999999,9.6
LAData4,Madison,21.85165979613733,0.9049999999999999,8.600000000000001
MAData1,Hampden,16.579132684063836,0.9029999999999999,2
MAData1,Suffolk,16.179056513201438,0.9020000000000001,1.5
MAData1,Franklin,17.895380597871966,0.901,3.7000000000000006
MAData2,Hampden,16.615245384628338,0.9079999999999999,2
MAData2,Suffolk,16.195056941186742,0.9049999999999998,1.5
MAData2,Franklin,17.90833939923021,0.902,3.7000000000000006
MAData3,Hampden,16.708293690346057,0.9199999999999999,2
MAData3,Suffolk,16.22257297904883,0.9100000000000001,1.5
MAData3,Franklin,17.895380597871966,0.901,3.7000000000000006
MAData4,Hampden,16.84085335880764,0.935,2
MAData4,Suffolk,16.281220267759544,0.9200000000000002,1.5
MAData4,Franklin,17.947807121593968,0.905,3.7000000000000006
MDData1,Somerset,21.079660833645768,0.903,7.7
MDData1,Baltimore,16.493471583388487,0.902,1.9
MDData1,Dorchester,20.08647942869399,0.9009999999999999,6.5
MDData2,Somerset,21.218694730819102,0.9079999999999998,7.7
MDData2,Baltimore,16.513738792169875,0.9049999999999999,1.9
MDData2,Dorchester,20.10924489053956,0.902,6.5
MDData3,Somerset,21.57693070783232,0.9199999999999999,7.7
MDData3,Baltimore,16.548592440128516,0.9099999999999998,1.9
MDData3,Dorchester,20.08647942869399,0.9009999999999999,6.5
MDData4,Somerset,22.087285431409416,0.9350000000000002,7.7
MDData4,Baltimore,16.622879005828757,0.9200000000000006,1.9
MDData4,Dorchester,20.17858007847589,0.905,6.5
MEData1,Washington,17.289742391892563,0.903,2.9000000000000004
MEData1,Oxford,18.45856577205755,0.9020000000000002,4.4
MEData1,Somerset,18.28664824623304,0.9009999999999998,4.2
MEData2,Washington,17.342105807711093,0.9079999999999999,2.9000000000000004
MEData2,Oxford,18.505500360814448,0.905,4.4
MEData2,Somerset,18.301358236964024,0.9020000000000001,4.2
MEData3,Washington,17.477025851001784,0.9200000000000002,2.9000000000000004
MEData3,Oxford,18.586214071876565,0.9099999999999999,4.4
MEData3,Somerset,18.28664824623304,0.9009999999999998,4.2
MEData4,Washington,17.669237370271077,0.9349999999999999,2.9000000000000004
MEData4,Oxford,18.758246118761328,0.9199999999999999,4.4
MEData4,Somerset,18.34615943532288,0.9049999999999998,4.2
MIData1,Montmorency,22.658793517709604,0.903,9.7
MIData1,Clare,18.930188377338123,0.902,5
MIData1,Wayne,15.704281767049938,0.9010000000000002,0.8999999999999999
MIData2,Montmorency,22.833940115447447,0.9080000000000001,9.7
MIData2,Clare,18.983523137289144,0.9049999999999999,5
MIData2,Wayne,15.707433907920862,0.9020000000000001,0.8999999999999999
MIData3,Montmorency,23.285224398178386,0.9200000000000002,9.7
MIData3,Clare,19.075243263496095,0.9099999999999998,5
MIData3,Wayne,15.704281767049938,0.9010000000000002,0.8999999999999999
MIData4,Montmorency,23.928138790217055,0.935,9.7
MIData4,Clare,19.270734225865144,0.9199999999999999,5
MIData4,Wayne,15.717034164712048,0.9050000000000009,0.8999999999999999
MNData1,Mahnomen,18.316178636534055,0.903,4.2
MNData1,Watonwan,21.36690517128776,0.902,8.1
MNData1,Koochiching,20.869014725416147,0.901,7.500000000000001
MNData2,Mahnomen,18.39201530771951,0.9079999999999999,4.2
MNData2,Watonwan,21.453307482408416,0.905,8.1
MNData2,Koochiching,20.895282566007182,0.9019999999999999,7.500000000000001
MNData3,Mahnomen,18.58741674972672,0.9199999999999999,4.2
MNData3,Watonwan,21.60189408686368,0.91,8.1
MNData3,Koochiching,20.869014725416147,0.901,7.500000000000001
MNData4,Mahnomen,18.865792053496044,0.935,4.2
MNData4,Watonwan,21.91858944590153,0.9199999999999999,8.1
MNData4,Koochiching,20.97528470593372,0.905,7.500000000000001
MOData1,Pemiscot,20.605921028426614,0.9029999999999998,7.1
MOData1,Carter,26.08313122409351,0.9020000000000001,14.1
MOData1,Oregon,22.82535296722153,0.901,10
MOData2,Pemiscot,20.734121115430604,0.908,7.1
MOData2,Carter,26.233535247155395,0.9050000000000001,14.1
MOData2,Oregon,22.86037675467625,0.902,10
MOData3,Pemiscot,21.064442600728505,0.92,7.1
MOData3,Carter,26.492186003058997,0.91,14.1
MOData3,Oregon,22.82535296722153,0.901,10
MOData4,Pemiscot,21.53502942376712,0.935,7.1
MOData4,Carter,27.043470516939703,0.9199999999999999,14.1
MOData4,Oregon,22.96704627457829,0.905,10
MSData1,Jefferson,25.501232349024512,0.903,13.3
MSData1,Humphreys,26.55475382937408,0.902,14.7
MSData1,Tunica,27.364057688210018,0.901,15.8
MSData2,Jefferson,25.741381807778456,0.908,13.3
MSData2,Humphreys,26.71155802363009,0.905,14.7
MSData2,Tunica,27.41939527238847,0.902,15.8
MSData3,Jefferson,26.360153040801286,0.92,13.3
MSData3,Humphreys,26.981215194678533,0.91,14.7
MSData3,Tunica,27.364057688210018,0.901,15.8
MSData4,Jefferson,27.241674836070807,0.935,13.3
MSData4,Humphreys,27.555958624043527,0.92,14.7
MSData4,Tunica,27.587933113833696,0.9049999999999999,15.8
MTData1,Roosevelt,20.21113785741066,0.903,6.599999999999999
MTData1,Liberty,29.30588569351077,0.902,18.2
MTData1,Glacier,21.416789433121657,0.9010000000000001,8.200000000000001
MTData2,Roosevelt,20.33030976927352,0.908,6.599999999999999
MTData2,Liberty,29.50002421973249,0.905,18.2
MTData2,Glacier,21.44550893883452,0.9019999999999999,8.200000000000001
MTData3,Roosevelt,20.63736917814199,0.9200000000000002,6.599999999999999
MTData3,Liberty,29.833885479125797,0.91,18.2
MTData3,Glacier,21.416789433121657,0.9010000000000001,8.200000000000001
MTData4,Roosevelt,21.074816084065212,0.935,6.599999999999999
MTData4,Liberty,30.545472582149124,0.92,18.2
MTData4,Glacier,21.532977945154197,0.9049999999999999,8.200000000000001
NCData1,Hyde,29.92280386440325,0.9029999999999999,18.9
NCData1,Bladen,20.18784865808632,0.902,6.599999999999999
NCData1,Scotland,18.912676483610763,0.9009999999999999,5
NCData2,Hyde,30.264068884737803,0.908,18.9
NCData2,Bladen,20.25825054122167,0.905,6.599999999999999
NCData2,Scotland,18.930188377338123,0.902,5
NCData3,Hyde,31.143375373770244,0.9199999999999999,18.9
NCData3,Bladen,20.37932110781485,0.91,6.599999999999999
NCData3,Scotland,18.912676483610763,0.9009999999999999,5
NCData4,Hyde,32.396064240732194,0.9349999999999999,18.9
NCData4,Bladen,20.63736917814199,0.9200000000000002,6.599999999999999
NCData4,Scotland,18.983523137289144,0.9049999999999999,5
NDData1,Sioux,21.86922717567769,0.903,8.7
NDData1,Benson,20.73807503091366,0.9020000000000001,7.3
NDData1,Rolette,20.32124001771064,0.901,6.800000000000001
NDData2,Sioux,22.026317423133275,0.9079999999999999,8.7
NDData2,Benson,20.81594378044215,0.905,7.3
NDData2,Rolette,20.345056193179847,0.902,6.800000000000001
NDData3,Sioux,22.431077553005352,0.92,8.7
NDData3,Benson,20.949855164704303,0.91,7.3
NDData3,Rolette,20.32124001771064,0.901,6.800000000000001
NDData4,Sioux,23.00771211081323,0.9349999999999999,8.7
NDData4,Benson,21.235271969763108,0.9199999999999999,7.3
NDData4,Rolette,20.417591466713237,0.905,6.800000000000001
NEData1,Blaine,31.580893182670277,0.903,21
NEData1,Franklin,21.995735311661857,0.9019999999999999,8.9
NEData1,Boyd,25.877240624437924,0.901,13.9
NEData2,Blaine,31.96007653859756,0.9079999999999999,21
NEData2,Franklin,22.09067118437468,0.905,8.9
NEData2,Boyd,25.92592368899998,0.9019999999999999,13.9
NEData3,Blaine,32.937083748633604,0.92,21
NEData3,Franklin,22.253933009023054,0.91,8.9
NEData3,Boyd,25.877240624437924,0.901,13.9
NEData4,Blaine,34.32896026748022,0.935,21
NEData4,Franklin,22.601906922039955,0.9199999999999999,8.9
NEData4,Boyd,26.074194321663825,0.905,13.9
NHData1,Coos,19.26365824697236,0.9030000000000001,5.4
NHData1,Sullivan,18.379962004510787,0.902,4.300000000000001
NHData1,Grafton,16.956338241805383,0.9010000000000001,2.5
NHData2,Coos,19.36116253849652,0.908,5.4
NHData2,Sullivan,18.425829898068667,0.905,4.300000000000001
NHData2,Grafton,16.96509418866906,0.902,2.5
NHData3,Coos,19.61239296393435,0.9199999999999997,5.4
NHData3,Sullivan,18.504709206606645,0.91,4.300000000000001
NHData3,Grafton,16.956338241805383,0.9010000000000001,2.5
NHData4,Coos,19.970304068780628,0.935,5.4
NHData4,Sullivan,18.672831434244024,0.92,4.300000000000001
NHData4,Grafton,16.991761568644574,0.905,2.5
NJData1,Cumberland,17.447655660298945,0.9029999999999999,3.0999999999999996
NJData1,Salem,18.301358236964024,0.9020000000000001,4.2
NJData1,Passaic,16.173802945083228,0.9009999999999996,1.5
NJData2,Cumberland,17.503630346173928,0.9080000000000003,3.0999999999999996
NJData2,Salem,18.34615943532288,0.9049999999999998,4.2
NJData2,Passaic,16.179056513201438,0.9020000000000001,1.5
NJData3,Cumberland,17.64785522003639,0.9200000000000002,3.0999999999999996
NJData3,Salem,18.423204341336724,0.9100000000000001,4.2
NJData3,Passaic,16.173802945083228,0.9009999999999996,1.5
NJData4,Cumberland,17.853322706151843,0.935,3.0999999999999996
NJData4,Salem,18.58741674972672,0.9199999999999999,4.2
NJData4,Passaic,16.195056941186742,0.9049999999999998,1.5
NMData1,McKinley,18.47409190494044,0.903,4.4
NMData1,Sierra,28.59845178558991,0.9020000000000001,17.299999999999997
NMData1,Quay,27.2858041585378,0.901,15.7
NMData2,McKinley,18.55353984618235,0.9080000000000001,4.4
NMData2,Sierra,28.78299005502044,0.905,17.299999999999997
NMData2,Quay,27.34079150484171,0.902,15.7
NMData3,McKinley,18.758246118761328,0.9199999999999999,4.4
NMData3,Sierra,29.100341691696503,0.9100000000000001,17.299999999999997
NMData3,Quay,27.2858041585378,0.901,15.7
NMData4,McKinley,19.049877389376807,0.935,4.4
NMData4,Sierra,29.776740421493397,0.92,17.299999999999997
NMData4,Quay,27.50826265108792,0.9050000000000001,15.7
NVData1,Eureka,40.581949481834144,0.9029999999999999,32.4
NVData1,Mineral,21.602716473928048,0.9020000000000001,8.4
NVData1,Humboldt,20.712507666071716,0.901,7.3
NVData2,Eureka,41.1669752309791,0.9079999999999999,32.4
NVData2,Mineral,21.692318870645767,0.905,8.4
NVData2,Humboldt,20.73807503091366,0.9020000000000001,7.3
NVData3,Eureka,42.67435778360613,0.9199999999999999,32.4
NVData3,Mineral,21.846408682673445,0.91,8.4
NVData3,Humboldt,20.712507666071716,0.901,7.3
NVData4,Eureka,44.82182441268377,0.935,32.4
NVData4,Mineral,22.174833499453445,0.92,8.4
NVData4,Humboldt,20.81594378044215,0.905,7.3
NYData1,Bronx,16.105392878844686,0.903,1.3999999999999997
NYData1,Oswego,17.436716793949635,0.902,3.0999999999999996
NYData1,Franklin,19.773465310005133,0.901,6.1000000000000005
NYData2,Bronx,16.13067176923984,0.9080000000000007,1.3999999999999997
NYData2,Oswego,17.46978434511927,0.9049999999999999,3.0999999999999996
NYData2,Franklin,19.79482982035251,0.902,6.1000000000000005
NYData3,Bronx,16.19580558324224,0.92,1.3999999999999997
NYData3,Oswego,17.526650823367582,0.9100000000000001,3.0999999999999996
NYData3,Franklin,19.773465310005133,0.901,6.1000000000000005
NYData4,Bronx,16.288597351165347,0.9349999999999998,1.3999999999999997
NYData4,Oswego,17.64785522003639,0.9200000000000002,3.0999999999999996
NYData4,Franklin,19.859898227492756,0.9049999999999999,6.1000000000000005
OHData1,Scioto,18.316178636534055,0.903,4.2
OHData1,Hardin,21.288301403741,0.902,8
OHData1,Adams,19.538704720988488,0.901,5.800000000000001
OHData2,Scioto,18.39201530771951,0.9079999999999999,4.2
OHData2,Hardin,21.373637019662635,0.905,8
OHData2,Adams,19.559018517712225,0.9020000000000001,5.800000000000001
OHData3,Scioto,18.58741674972672,0.9199999999999999,4.2
OHData3,Hardin,21.520389221593756,0.9099999999999999,8
OHData3,Adams,19.538704720988488,0.901,5.800000000000001
OHData4,Scioto,18.865792053496044,0.935,4.2
OHData4,Hardin,21.83317476138423,0.9200000000000002,8
OHData4,Adams,19.62088683925541,0.9049999999999999,5.800000000000001
OKData1,Jefferson,19.89531132059789,0.903,6.199999999999999
OKData1,Okfuskee,20.18784865808632,0.902,6.599999999999999
OKData1,Johnston,20.47774707705507,0.901,6.999999999999999
OKData2,Jefferson,20.00726069234785,0.9079999999999999,6.199999999999999
OKData2,Okfuskee,20.25825054122167,0.905,6.599999999999999
OKData2,Johnston,20.502263728273373,0.9020000000000001,6.999999999999999
OKData3,Jefferson,20.295710440072774,0.9199999999999999,6.199999999999999
OKData3,Okfuskee,20.37932110781485,0.91,6.599999999999999
OKData3,Johnston,20.47774707705507,0.901,6.999999999999999
OKData4,Jefferson,20.706645412303683,0.9349999999999999,6.199999999999999
OKData4,Okfuskee,20.63736917814199,0.9200000000000002,6.599999999999999
OKData4,Johnston,20.576932392204803,0.905,6.999999999999999
ORData1,Morrow,21.86922717567769,0.903,8.7
ORData1,Coos,18.85158460979136,0.902,4.9
ORData1,Malheur,20.08647942869399,0.9009999999999999,6.5
ORData2,Morrow,22.026317423133275,0.9079999999999999,8.7
ORData2,Coos,18.90385267454336,0.9049999999999998,4.9
ORData2,Malheur,20.10924489053956,0.902,6.5
ORData3,Morrow,22.431077553005352,0.92,8.7
ORData3,Coos,18.993738398226174,0.9099999999999998,4.9
ORData3,Malheur,20.08647942869399,0.9009999999999999,6.5
ORData4,Morrow,23.00771211081323,0.9349999999999999,8.7
ORData4,Coos,19.18531954134784,0.92,4.9
ORData4,Malheur,20.17858007847589,0.905,6.5
PAData1,Philadelphia,16.26330614725107,0.9030000000000001,1.6
PAData1,Mifflin,19.87343358789927,0.9019999999999999,6.199999999999999
PAData1,Sullivan,21.182028844105005,0.9009999999999999,7.9
PAData2,Philadelphia,16.29219630770267,0.9080000000000001,1.6
PAData2,Mifflin,19.93956869023854,0.905,6.199999999999999
PAData2,Sullivan,21.20969763619423,0.902,7.9
PAData3,Philadelphia,16.366634952276847,0.9200000000000004,1.6
PAData3,Mifflin,20.05330164673516,0.91,6.199999999999999
PAData3,Sullivan,21.182028844105005,0.9009999999999999,7.9
PAData4,Philadelphia,16.47268268704611,0.9349999999999996,1.6
PAData4,Mifflin,20.295710440072774,0.9199999999999999,6.199999999999999
PAData4,Sullivan,21.29396655691685,0.905,7.9
RIData1,Providence,16.26330614725107,0.9030000000000001,1.6
RIData1,Newport,17.20090549130935,0.902,2.7999999999999994
RIData1,Kent,16.48681706377209,0.9010000000000002,1.9
RIData2,Providence,16.29219630770267,0.9080000000000001,1.6
RIData2,Newport,17.23077295688192,0.905,2.7999999999999994
RIData2,Kent,16.493471583388487,0.902,1.9
RIData3,Providence,16.366634952276847,0.9200000000000004,1.6
RIData3,Newport,17.282136227557814,0.9100000000000001,2.7999999999999994
RIData3,Kent,16.48681706377209,0.9010000000000002,1.9
RIData4,Providence,16.47268268704611,0.9349999999999996,1.6
RIData4,Newport,17.39161116648448,0.92,2.7999999999999994
RIData4,Kent,16.513738792169875,0.9049999999999999,1.9
SCData1,Dillon,22.02714044408407,0.9029999999999999,8.9
SCData1,Lee,23.096188057316535,0.902,10.3
SCData1,Barnwell,21.729803551810516,0.901,8.600000000000001
SCData2,Dillon,22.18784196159611,0.908,8.9
SCData2,Lee,23.20605766281564,0.9049999999999999,10.3
SCData2,Barnwell,21.75992400902157,0.9019999999999999,8.600000000000001
SCData3,Dillon,22.601906922039955,0.9199999999999999,8.9
SCData3,Lee,23.39500112280196,0.91,10.3
SCData3,Barnwell,21.729803551810516,0.901,8.600000000000001
SCData4,Dillon,23.191797446693997,0.9349999999999999,8.9
SCData4,Lee,23.7977125052822,0.92,10.3
SCData4,Barnwell,21.85165979613733,0.9049999999999999,8.600000000000001
SDData1,Mellette,25.73810225163409,0.903,13.6
SDData1,Oglala Lakota,21.917131544115097,0.902,8.8
SDData1,Todd,19.773465310005133,0.901,6.1000000000000005
SDData2,Mellette,25.98366861547271,0.908,13.6
SDData2,Oglala Lakota,22.0110007216289,0.9050000000000001,8.8
SDData2,Todd,19.79482982035251,0.902,6.1000000000000005
SDData3,Mellette,26.616397094353196,0.92,13.6
SDData3,Oglala Lakota,22.172428143753137,0.9100000000000001,8.8
SDData3,Todd,19.773465310005133,0.901,6.1000000000000005
SDData4,Mellette,27.517802839891953,0.935,13.6
SDData4,Oglala Lakota,22.516492237522655,0.92,8.8
