sequence
introduction;consent;exceed-intro;exceed-trial;exc_WE_NM_2;exc_MW_IL_3;exc_WE_HI_4;exc_WE_MT_1;exc_SO_LA_3;exc_MW_MO_2;exc_WE_CO_4;exc_NE_CT_2;exc_SO_SC_2;exc_NE_VT_3;exc_MW_SD_4;exc_MW_WI_1;exc_SO_WV_1;exc_SO_OK_4;exc_NE_MA_4;exc_WE_CA_3;exc_NE_RI_1;exceed-survey;exceed-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_NE_RI_4;spix_SO_SC_1;spix_SO_OK_3;spix_MW_SD_4;spix_WE_HI_4;spix_WE_NV_2;spix_WE_MT_4;spix_MW_IL_3;spix_WE_WY_3;spix_WE_ID_1;spix_MW_MO_2;spix_SO_TX_4;spix_NE_MA_2;spix_NE_NJ_3;spix_MW_WI_1;spix_SO_MS_2;spix_NE_ME_1;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_WE_HI_4;anim_MW_SD_1;anim_MW_WI_3;anim_MW_MN_4;anim_WE_WY_2;anim_NE_PA_3;anim_NE_CT_4;anim_WE_CA_4;anim_SO_FL_3;anim_NE_NH_1;anim_SO_VA_4;anim_SO_OK_1;anim_WE_WA_1;anim_WE_AZ_3;anim_MW_NE_2;anim_SO_AL_2;anim_NE_NJ_2;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_SO_TN_2;anim_WE_NV_4;anim_SO_MD_4;anim_SO_KY_1;anim_WE_WY_1;anim_SO_WV_3;anim_WE_HI_4;anim_NE_VT_1;anim_MW_OH_2;anim_MW_KS_1;anim_WE_CO_3;anim_NE_NJ_4;anim_MW_MO_3;anim_WE_AZ_2;anim_NE_ME_2;anim_MW_MI_4;anim_NE_NY_3;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;hop-intro;hop-trial;hom_WE_CA_3;hom_NE_ME_2;hom_SO_WV_1;hom_SO_LA_3;hom_WE_MT_1;hom_NE_VT_1;hom_MW_MN_2;hom_WE_NM_2;hom_SO_OK_4;hom_MW_MI_1;hom_WE_HI_4;hom_MW_ND_4;hom_SO_SC_2;hom_NE_NY_3;hom_MW_OH_3;hom_WE_CO_4;hom_NE_NJ_4;hop-survey;hop-survey-uncertainty;payout;end
introduction;consent;svsup-intro;svsup-trial;svs_WE_UT_3;svs_MW_OH_2;svs_MW_MI_4;svs_MW_MO_3;svs_NE_CT_2;svs_NE_MA_4;svs_SO_LA_4;svs_WE_CA_2;svs_SO_TN_3;svs_WE_OR_4;svs_NE_VT_3;svs_NE_RI_1;svs_SO_VA_2;svs_WE_HI_4;svs_SO_FL_1;svs_WE_NV_1;svs_MW_KS_1;svsup-survey;svsup-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_SD_2;anim_NE_CT_1;anim_MW_IA_4;anim_SO_SC_2;anim_WE_MT_2;anim_SO_OK_4;anim_SO_WV_1;anim_NE_PA_2;anim_WE_NV_3;anim_SO_LA_3;anim_WE_AZ_4;anim_NE_RI_3;anim_NE_NY_4;anim_WE_UT_1;anim_MW_MO_1;anim_MW_IN_3;anim_WE_HI_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_WE_NM_1;tpxs_WE_WA_4;tpxs_MW_MO_2;tpxs_WE_UT_2;tpxs_MW_IL_3;tpxs_MW_SD_4;tpxs_SO_MD_2;tpxs_SO_MS_1;tpxs_NE_PA_2;tpxs_WE_HI_4;tpxs_NE_RI_3;tpxs_SO_KY_4;tpxs_SO_AL_3;tpxs_WE_OR_3;tpxs_NE_CT_1;tpxs_NE_NY_4;tpxs_MW_WI_1;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_SO_NC_4;anim_SO_GA_1;anim_SO_AR_3;anim_WE_UT_2;anim_NE_RI_1;anim_MW_KS_4;anim_NE_VT_3;anim_WE_OR_3;anim_NE_CT_2;anim_MW_IL_2;anim_NE_MA_4;anim_MW_IA_3;anim_WE_WA_4;anim_MW_MN_1;anim_WE_HI_4;anim_SO_WV_2;anim_WE_NM_1;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_SO_VA_1;tpxs_NE_CT_3;tpxs_WE_WA_4;tpxs_WE_HI_4;tpxs_SO_KY_3;tpxs_MW_OH_3;tpxs_WE_UT_2;tpxs_MW_MN_2;tpxs_NE_ME_4;tpxs_SO_NC_2;tpxs_NE_NH_2;tpxs_MW_ND_4;tpxs_MW_MI_1;tpxs_WE_OR_3;tpxs_WE_NM_1;tpxs_SO_SC_4;tpxs_NE_MA_1;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_OH_2;anim_MW_MO_3;anim_MW_KS_1;anim_NE_ME_1;anim_NE_NJ_3;anim_SO_MS_2;anim_NE_MA_2;anim_WE_WY_2;anim_SO_SC_1;anim_SO_OK_3;anim_NE_RI_4;anim_MW_MI_4;anim_SO_TX_4;anim_WE_CA_4;anim_WE_WA_1;anim_WE_AZ_3;anim_WE_HI_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-intro;threshold-pixel-trial;tpix_WE_NM_2;tpix_NE_CT_2;tpix_SO_OK_4;tpix_MW_KS_2;tpix_WE_CO_4;tpix_NE_VT_3;tpix_WE_CA_3;tpix_NE_RI_1;tpix_NE_MA_4;tpix_MW_SD_3;tpix_SO_SC_2;tpix_WE_HI_4;tpix_SO_LA_3;tpix_MW_OH_4;tpix_SO_WV_1;tpix_WE_MT_1;tpix_MW_IN_1;threshold-pixel-survey;threshold-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_WE_UT_1;spix_NE_NJ_4;spix_WE_HI_4;spix_SO_GA_3;spix_SO_NC_1;spix_NE_VT_1;spix_SO_AL_4;spix_MW_SD_2;spix_NE_ME_2;spix_NE_NY_3;spix_MW_MO_1;spix_SO_LA_2;spix_WE_NV_3;spix_WE_MT_2;spix_WE_AZ_4;spix_MW_IN_3;spix_MW_IA_4;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_WE_ID_3;anim_SO_AR_2;anim_MW_NE_2;anim_NE_CT_4;anim_MW_SD_1;anim_WE_AZ_1;anim_WE_NM_4;anim_SO_TN_4;anim_SO_AL_1;anim_SO_TX_3;anim_MW_WI_3;anim_WE_HI_4;anim_NE_PA_3;anim_MW_MN_4;anim_NE_NH_1;anim_NE_NJ_2;anim_WE_WA_2;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_SO_MS_3;anim_NE_PA_1;anim_WE_CA_2;anim_SO_OK_2;anim_WE_NV_1;anim_MW_KS_2;anim_SO_AR_4;anim_NE_NH_4;anim_WE_HI_4;anim_MW_OH_4;anim_WE_UT_3;anim_WE_OR_4;anim_SO_LA_1;anim_NE_ME_3;anim_MW_IN_1;anim_NE_VT_2;anim_MW_SD_3;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;pixel-intro;pixel-trial;pix_SO_TX_4;pix_WE_CO_1;pix_MW_OH_1;pix_NE_MA_2;pix_WE_UT_4;pix_SO_SC_1;pix_NE_RI_4;pix_MW_WI_2;pix_MW_IL_4;pix_MW_ND_3;pix_SO_MS_2;pix_WE_ID_2;pix_NE_NJ_3;pix_WE_WA_3;pix_WE_HI_4;pix_SO_OK_3;pix_NE_ME_1;pixel-survey;pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-intro;threshold-pixel-trial;tpix_MW_MO_3;tpix_SO_AL_3;tpix_WE_HI_4;tpix_NE_VT_1;tpix_SO_MS_1;tpix_NE_ME_2;tpix_MW_MI_4;tpix_SO_KY_4;tpix_NE_NJ_4;tpix_SO_MD_2;tpix_WE_CA_3;tpix_WE_CO_4;tpix_WE_NM_2;tpix_NE_NY_3;tpix_MW_KS_1;tpix_WE_MT_1;tpix_MW_OH_2;threshold-pixel-survey;threshold-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_NE_NJ_4;spix_NE_VT_1;spix_SO_AR_1;spix_SO_WV_4;spix_SO_VA_3;spix_NE_NY_3;spix_MW_WI_1;spix_MW_SD_4;spix_WE_WY_3;spix_MW_IL_3;spix_SO_KY_2;spix_WE_ID_1;spix_WE_NV_2;spix_WE_MT_4;spix_MW_MO_2;spix_NE_ME_2;spix_WE_HI_4;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_MN_1;anim_NE_NH_2;anim_SO_TN_3;anim_SO_VA_2;anim_WE_HI_4;anim_NE_CT_3;anim_MW_IL_2;anim_MW_KS_4;anim_SO_FL_1;anim_WE_OR_2;anim_NE_ME_4;anim_SO_LA_4;anim_MW_IA_3;anim_NE_MA_1;anim_WE_CA_1;anim_WE_MT_3;anim_WE_ID_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_MW_ND_1;tpxs_WE_MT_2;tpxs_NE_MA_2;tpxs_NE_NJ_3;tpxs_SO_OK_4;tpxs_WE_NV_3;tpxs_SO_WV_1;tpxs_WE_UT_1;tpxs_WE_HI_4;tpxs_NE_ME_1;tpxs_WE_AZ_4;tpxs_MW_IN_4;tpxs_MW_IA_2;tpxs_NE_RI_4;tpxs_SO_LA_3;tpxs_MW_NE_3;tpxs_SO_SC_2;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_MN_2;anim_NE_MA_4;anim_SO_SC_3;anim_WE_MT_1;anim_NE_RI_1;anim_WE_HI_4;anim_WE_NM_2;anim_SO_GA_4;anim_SO_FL_2;anim_MW_ND_4;anim_WE_CO_4;anim_NE_CT_2;anim_MW_OH_3;anim_NE_VT_3;anim_MW_MI_1;anim_SO_TN_1;anim_WE_CA_3;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_WE_NV_4;spix_NE_NY_4;spix_NE_PA_2;spix_MW_KS_2;spix_WE_CO_3;spix_WE_AZ_2;spix_WE_WY_1;spix_SO_NC_3;spix_SO_TX_2;spix_WE_HI_4;spix_NE_CT_1;spix_MW_SD_3;spix_MW_OH_4;spix_SO_MD_1;spix_NE_RI_3;spix_MW_IN_1;spix_SO_FL_4;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_NE_PA_3;spix_WE_NM_4;spix_NE_CT_4;spix_MW_OH_4;spix_NE_NH_1;spix_WE_AZ_1;spix_NE_NJ_2;spix_WE_ID_3;spix_SO_WV_2;spix_SO_NC_4;spix_MW_SD_3;spix_SO_GA_1;spix_MW_KS_2;spix_WE_WA_2;spix_WE_HI_4;spix_MW_IN_1;spix_SO_AR_3;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_WE_HI_4;tpxs_NE_CT_4;tpxs_WE_CA_3;tpxs_WE_MT_1;tpxs_NE_NH_1;tpxs_WE_NM_2;tpxs_SO_OK_2;tpxs_WE_CO_4;tpxs_SO_MS_3;tpxs_NE_PA_3;tpxs_NE_NJ_2;tpxs_MW_NE_2;tpxs_SO_AR_4;tpxs_MW_MN_4;tpxs_MW_WI_3;tpxs_SO_LA_1;tpxs_MW_SD_1;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_SO_GA_3;tpxs_MW_MN_4;tpxs_SO_LA_2;tpxs_MW_SD_1;tpxs_WE_HI_4;tpxs_SO_NC_1;tpxs_SO_AL_4;tpxs_WE_NV_1;tpxs_MW_WI_3;tpxs_WE_OR_4;tpxs_NE_RI_4;tpxs_WE_CA_2;tpxs_NE_ME_1;tpxs_MW_NE_2;tpxs_NE_NJ_3;tpxs_NE_MA_2;tpxs_WE_UT_3;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-intro;threshold-pixel-trial;tpix_NE_MA_4;tpix_WE_MT_3;tpix_NE_CT_2;tpix_SO_NC_4;tpix_SO_AR_3;tpix_MW_IL_3;tpix_NE_RI_1;tpix_NE_VT_3;tpix_MW_SD_4;tpix_WE_HI_4;tpix_SO_WV_2;tpix_WE_CA_1;tpix_WE_OR_2;tpix_WE_ID_4;tpix_SO_GA_1;tpix_MW_MO_2;tpix_MW_WI_1;threshold-pixel-survey;threshold-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_WE_WY_3;anim_MW_NE_4;anim_WE_ID_1;anim_MW_IN_2;anim_NE_MA_3;anim_SO_FL_3;anim_NE_PA_4;anim_MW_IL_1;anim_WE_HI_4;anim_NE_NY_2;anim_SO_AL_2;anim_WE_MT_4;anim_MW_MI_3;anim_WE_NV_2;anim_NE_NJ_1;anim_SO_OK_1;anim_SO_VA_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_IL_3;anim_NE_NH_3;anim_NE_NY_1;anim_MW_SD_4;anim_WE_ID_1;anim_SO_TX_4;anim_MW_WI_1;anim_MW_MO_2;anim_SO_MS_2;anim_NE_VT_4;anim_WE_HI_4;anim_WE_NV_2;anim_WE_WY_3;anim_SO_OK_3;anim_SO_SC_1;anim_NE_RI_2;anim_WE_MT_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_WE_NV_3;anim_NE_VT_1;anim_SO_TN_4;anim_MW_MO_2;anim_WE_MT_2;anim_MW_IL_3;anim_SO_AL_1;anim_NE_ME_2;anim_SO_AR_2;anim_WE_UT_1;anim_MW_WI_1;anim_WE_AZ_4;anim_SO_TX_3;anim_NE_NY_3;anim_NE_NJ_4;anim_MW_SD_4;anim_WE_HI_4;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_MW_KS_1;tpxs_MW_OH_2;tpxs_WE_UT_2;tpxs_WE_OR_3;tpxs_NE_NY_1;tpxs_WE_HI_4;tpxs_NE_RI_2;tpxs_SO_LA_3;tpxs_SO_OK_4;tpxs_MW_MI_4;tpxs_WE_NM_1;tpxs_SO_SC_2;tpxs_SO_WV_1;tpxs_MW_MO_3;tpxs_WE_WA_4;tpxs_NE_VT_4;tpxs_NE_NH_3;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-intro;threshold-pixel-trial;tpix_WE_HI_4;tpix_MW_OH_1;tpix_MW_IL_4;tpix_WE_NM_2;tpix_SO_TN_3;tpix_WE_MT_1;tpix_MW_ND_3;tpix_SO_FL_1;tpix_MW_WI_2;tpix_SO_LA_4;tpix_NE_NH_4;tpix_WE_CA_3;tpix_NE_PA_1;tpix_NE_ME_3;tpix_NE_VT_2;tpix_SO_VA_2;tpix_WE_CO_4;threshold-pixel-survey;threshold-pixel-survey-uncertainty;payout;end
introduction;consent;exceed-intro;exceed-trial;exc_SO_NC_1;exc_NE_NH_2;exc_MW_IA_3;exc_NE_ME_4;exc_SO_GA_3;exc_WE_HI_4;exc_SO_AL_4;exc_WE_CO_2;exc_NE_MA_1;exc_MW_MN_1;exc_MW_IL_2;exc_WE_NM_3;exc_WE_OR_1;exc_WE_WY_4;exc_MW_KS_4;exc_NE_CT_3;exc_SO_LA_2;exceed-survey;exceed-survey-uncertainty;payout;end
introduction;consent;hop-intro;hop-trial;hom_NE_MA_4;hom_MW_SD_3;hom_SO_MS_4;hom_WE_UT_1;hom_NE_CT_2;hom_NE_RI_1;hom_WE_NV_3;hom_MW_OH_4;hom_WE_AZ_4;hom_MW_IN_1;hom_SO_MD_3;hom_NE_VT_3;hom_WE_MT_2;hom_SO_GA_2;hom_SO_TX_1;hom_MW_KS_2;hom_WE_HI_4;hop-survey;hop-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_NE_RI_4;tpxs_SO_KY_1;tpxs_WE_HI_4;tpxs_WE_UT_4;tpxs_MW_IL_3;tpxs_SO_WV_3;tpxs_NE_ME_1;tpxs_WE_WA_3;tpxs_SO_TN_2;tpxs_WE_ID_2;tpxs_MW_WI_1;tpxs_SO_MD_4;tpxs_NE_MA_2;tpxs_NE_NJ_3;tpxs_MW_SD_4;tpxs_WE_CO_1;tpxs_MW_MO_2;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_NE_MA_1;spix_WE_HI_4;spix_SO_FL_2;spix_WE_MT_2;spix_SO_GA_4;spix_NE_CT_3;spix_MW_MI_1;spix_WE_NV_3;spix_NE_ME_4;spix_WE_AZ_4;spix_MW_ND_4;spix_MW_OH_3;spix_SO_TN_1;spix_MW_MN_2;spix_WE_UT_1;spix_SO_SC_3;spix_NE_NH_2;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_WE_CO_4;spix_SO_NC_4;spix_NE_NH_3;spix_SO_WV_2;spix_WE_HI_4;spix_SO_GA_1;spix_WE_NM_2;spix_MW_MI_2;spix_NE_NY_1;spix_WE_CA_3;spix_SO_AR_3;spix_WE_MT_1;spix_MW_IA_1;spix_NE_RI_2;spix_MW_WI_4;spix_MW_KS_3;spix_NE_VT_4;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_SD_4;anim_NE_VT_4;anim_SO_MS_3;anim_MW_WI_1;anim_MW_IL_3;anim_WE_NM_1;anim_MW_MO_2;anim_SO_AR_4;anim_NE_RI_2;anim_NE_NY_1;anim_WE_HI_4;anim_SO_OK_2;anim_WE_OR_3;anim_WE_WA_4;anim_NE_NH_3;anim_SO_LA_1;anim_WE_UT_2;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_SO_MD_4;spix_NE_MA_3;spix_NE_PA_4;spix_WE_UT_4;spix_MW_IL_4;spix_NE_NY_2;spix_NE_NJ_1;spix_WE_ID_2;spix_SO_KY_1;spix_WE_CO_1;spix_WE_WA_3;spix_MW_OH_1;spix_SO_TN_2;spix_SO_WV_3;spix_WE_HI_4;spix_MW_WI_2;spix_MW_ND_3;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;sorted-pixel-intro;sorted-pixel-trial;spix_SO_TN_4;spix_WE_CO_2;spix_MW_IA_4;spix_NE_MA_4;spix_WE_NM_3;spix_MW_MO_1;spix_NE_RI_1;spix_NE_CT_2;spix_MW_SD_2;spix_NE_VT_3;spix_WE_HI_4;spix_MW_IN_3;spix_WE_WY_4;spix_SO_AR_2;spix_SO_AL_1;spix_WE_OR_1;spix_SO_TX_3;sorted-pixel-survey;sorted-pixel-survey-uncertainty;payout;end
introduction;consent;animated-pixel-intro;animated-pixel-trial;anim_MW_IL_3;anim_WE_ID_4;anim_WE_HI_4;anim_MW_SD_4;anim_NE_RI_4;anim_SO_KY_4;anim_SO_MS_1;anim_NE_NJ_3;anim_SO_MD_2;anim_NE_MA_2;anim_MW_MO_2;anim_MW_WI_1;anim_SO_AL_3;anim_WE_OR_2;anim_WE_MT_3;anim_NE_ME_1;anim_WE_CA_1;animated-pixel-survey;animated-pixel-survey-uncertainty;payout;end
introduction;consent;threshold-pixel-sorted-intro;threshold-pixel-sorted-trial;tpxs_NE_NJ_4;tpxs_WE_CA_4;tpxs_WE_WA_1;tpxs_MW_ND_2;tpxs_SO_VA_2;tpxs_WE_AZ_3;tpxs_SO_FL_1;tpxs_MW_NE_1;tpxs_NE_VT_1;tpxs_SO_LA_4;tpxs_MW_MN_3;tpxs_WE_WY_2;tpxs_NE_NY_3;tpxs_NE_ME_2;tpxs_MW_MO_4;tpxs_SO_TN_3;tpxs_WE_HI_4;threshold-pixel-sorted-survey;threshold-pixel-sorted-survey-uncertainty;payout;end
